"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Nov 17 04:12:01 GMT 2022","Thu Nov 17 04:12:04 GMT 2022","3046","tests","test_practice_form","TestPracticeForm","","","test_practice_form[chromium]",""
"passed","Thu Nov 17 04:12:09 GMT 2022","Thu Nov 17 04:12:10 GMT 2022","650","tests","test_select_menu","TestSelect","","","test_select_menu[chromium]","Test to verify the dropdown menus on the page

        :param test_setup: setting up the browser and page objects
        :return: None
        "
"passed","Thu Nov 17 04:12:00 GMT 2022","Thu Nov 17 04:12:01 GMT 2022","473","tests","test_check_boxes","TestCheckBoxes","","","test_text_boxes[chromium]","Test to verify the checkboxes on the page

        :param test_setup: setting up the browser and page objects
        :return: None
        "
"passed","Thu Nov 17 04:12:15 GMT 2022","Thu Nov 17 04:12:16 GMT 2022","279","tests","test_text_boxes","TestTextBoxes","","","test_text_boxes[chromium]","Test to verify the input fields and output form on the page

        :param test_setup: setting up the browser and page objects
        :return: None
        "
"passed","Thu Nov 17 04:11:49 GMT 2022","Thu Nov 17 04:11:50 GMT 2022","539","tests","test_buttons","TestButtons","","","test_double_click_button[chromium]","Test to verify the functionality of the double click button

        :param test_setup: setting up the browser and page objects
        :return: None
        "
"passed","Thu Nov 17 04:11:53 GMT 2022","Thu Nov 17 04:11:54 GMT 2022","621","tests","test_buttons","TestButtons","","","test_dynamic_button[chromium]","Test to verify the functionality of the dynamic button

        :param test_setup: setting up the browser and page objects
        :return: None
        "
"passed","Thu Nov 17 04:11:51 GMT 2022","Thu Nov 17 04:11:52 GMT 2022","630","tests","test_buttons","TestButtons","","","test_rmb_click_button[chromium]","Test to verify the functionality of the Right Mouse Button click button
        :param test_setup: setting up the browser and page objects
        :return: None
        "
"passed","Thu Nov 17 04:12:06 GMT 2022","Thu Nov 17 04:12:06 GMT 2022","575","tests","test_radio_buttons","TestRadioButtons","","","test_radio_buttons[chromium]","Test to verify the radio buttons on the page

        :param test_setup: setting up the browser and page objects
        :return: None
        "
"passed","Thu Nov 17 04:11:55 GMT 2022","Thu Nov 17 04:11:57 GMT 2022","1482","tests","test_buttons","TestButtons","","","test_buttons[chromium]","Test to verify the functionality of the double click button, Right Mouse Button click button and
        dynamic button

        :param test_setup:
        :return: None
        "
